cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,1280,8192,4096,156,0,56.2657,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1526.67,1062.26,0.0
256,1312,1280,8192,119,0,34.3599,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,800.78,715.73,0.0
256,1312,8192,1024,143,0,24.6176,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,894.15,1268.52,0.0
256,1312,8192,4096,158,0,60.5782,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1453.44,997.46,0.0
256,1344,1280,8192,117,0,34.9687,a8w8_bpreshuffle_256x112x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,806.03,713.11,0.0
256,1344,8192,1024,4,0,25.5148,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,883.75,1245.75,0.0
256,1344,8192,4096,158,0,59.8594,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1506.77,1020.38,0.0
256,1376,1280,8192,65,0,35.2999,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,817.48,716.16,0.0
256,1376,8192,1024,85,0,25.7664,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,895.95,1255.2,0.0
256,1376,8192,4096,158,0,66.8875,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1380.55,922.97,0.0
256,1408,1280,8192,65,0,31.6943,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,931.65,808.49,0.0
256,1408,8192,1024,51,0,26.3314,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,897.12,1249.42,0.0
256,1408,8192,4096,158,0,65.848,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1434.96,947.49,0.0
256,1440,1280,8192,115,0,34.6167,a8w8_bpreshuffle_256x80x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,872.38,750.18,0.0
256,1440,8192,1024,143,0,26.8801,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,898.78,1244.64,0.0
256,1440,8192,4096,47,0,65.3111,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1479.64,965.31,0.0
